mes,linea,ramal,estacion,latitud,longitud
10/2018,Roca,Universitario,"La Plata",-34.903621,-57.950460
10/2018,Roca,Universitario,Informática,-34.903364,-57.935732
10/2018,Roca,Universitario,"Diagonal 73",-34.920327,-57.919043
10/2018,Roca,Universitario,Arquitectura,-34.904940,-57.943142
10/2018,Roca,Saladillo,"Vicente Casares",-34.962181,-58.647847
10/2018,Roca,Saladillo,Uribelarrea,-35.115484,-58.898467
10/2018,Roca,Saladillo,"Tristán Suárez",-34.889202,-58.567738
10/2018,Roca,Saladillo,Temperley,-34.775924,-58.396357
10/2018,Roca,Saladillo,"Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,Saladillo,"Salvador María",-35.302987,-59.167459
10/2018,Roca,Saladillo,Saladillo,-35.635656,-59.784061
10/2018,Roca,Saladillo,"Roque Perez",-35.403409,-59.334385
10/2018,Roca,Saladillo,"Ricardo Levene",-35.021617,-58.723773
10/2018,Roca,Saladillo,"Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,Saladillo,Lobos,-35.184660,-59.092795
10/2018,Roca,Saladillo,Llavallol,-34.797055,-58.428937
10/2018,Roca,Saladillo,Ezeiza,-34.853960,-58.522655
10/2018,Roca,Saladillo,"Del carril",-35.510026,-59.511211
10/2018,Roca,Saladillo,Constitución,-34.630170,-58.380583
10/2018,Roca,Saladillo,Cazon,-35.577013,-59.661584
10/2018,Roca,Saladillo,Cañuelas,-35.059225,-58.754177
10/2018,Roca,Monte,"Vicente Casares",-34.962181,-58.647847
10/2018,Roca,Monte,"Tristán Suárez",-34.889202,-58.567738
10/2018,Roca,Monte,Temperley,-34.775924,-58.396357
10/2018,Roca,Monte,"Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,Monte,"Ricardo Levene",-35.021617,-58.723773
10/2018,Roca,Monte,"Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,Monte,Monte,-35.436653,-58.817665
10/2018,Roca,Monte,Llavallol,-34.797055,-58.428937
10/2018,Roca,Monte,"La Noria",-35.165138,-58.788185
10/2018,Roca,Monte,Ezeiza,-34.853960,-58.522655
10/2018,Roca,Monte,Constitución,-34.630170,-58.380583
10/2018,Roca,Monte,"Carlos Spegazzini",-34.909906,-58.594264
10/2018,Roca,Monte,Cañuelas,-35.059192,-58.754217
10/2018,Roca,Monte,Abbot,-35.281420,-58.802939
10/2018,Roca,Lobos,"Vicente Casares",-34.962181,-58.647847
10/2018,Roca,Lobos,Uribelarrea,-35.115484,-58.898467
10/2018,Roca,Lobos,"Tristán Suárez",-34.889202,-58.567738
10/2018,Roca,Lobos,Temperley,-34.775924,-58.396357
10/2018,Roca,Lobos,"Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,Lobos,"Ricardo Levene",-35.021617,-58.723773
10/2018,Roca,Lobos,"Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,Lobos,Lobos,-35.184660,-59.092795
10/2018,Roca,Lobos,Llavallol,-34.797055,-58.428937
10/2018,Roca,Lobos,Ezeiza,-34.853960,-58.522655
10/2018,Roca,Lobos,Constitución,-34.630170,-58.380583
10/2018,Roca,Lobos,Cañuelas,-35.059225,-58.754177
10/2018,Roca,"La Plata",Wilde,-34.697589,-58.311193
10/2018,Roca,"La Plata","Villa Elisa",-34.849586,-58.075185
10/2018,Roca,"La Plata","Villa Domínico",-34.691535,-58.325349
10/2018,Roca,"La Plata",Tolosa,-34.890954,-57.968098
10/2018,Roca,"La Plata",Sarandí,-34.678747,-58.344962
10/2018,Roca,"La Plata","Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,"La Plata",Ringuelet,-34.881387,-57.996062
10/2018,Roca,"La Plata",Quilmes,-34.724646,-58.260659
10/2018,Roca,"La Plata",Plátanos,-34.782335,-58.170759
10/2018,Roca,"La Plata",Pereyra,-34.836630,-58.094540
10/2018,Roca,"La Plata","La Plata",-34.903894,-57.950174
10/2018,Roca,"La Plata",Hudson,-34.791119,-58.155269
10/2018,Roca,"La Plata",Gonnet,-34.879841,-58.010785
10/2018,Roca,"La Plata",Ezpeleta,-34.751850,-58.234186
10/2018,Roca,"La Plata","Don Bosco",-34.703324,-58.296171
10/2018,Roca,"La Plata",Constitución,-34.630170,-58.380583
10/2018,Roca,"La Plata","City Bell",-34.865723,-58.042049
10/2018,Roca,"La Plata",Bernal,-34.709261,-58.280569
10/2018,Roca,"La Plata",Berazategui,-34.764097,-58.208443
10/2018,Roca,Haedo,Temperley,-34.775744,-58.396376
10/2018,Roca,Haedo,Tablada,-34.693070,-58.528020
10/2018,Roca,Haedo,"Santa Catalina",-34.780420,-58.437337
10/2018,Roca,Haedo,"San Justo",-34.674193,-58.555356
10/2018,Roca,Haedo,"P. Turner",-34.733231,-58.474875
10/2018,Roca,Haedo,"Km 34",-34.743459,-58.465016
10/2018,Roca,Haedo,"Juan XXIII",-34.771363,-58.444109
10/2018,Roca,Haedo,"Ingeniero S. Brian",-34.658045,-58.573037
10/2018,Roca,Haedo,"Hospital Español",-34.786279,-58.407287
10/2018,Roca,Haedo,Haedo,-34.644965,-58.592215
10/2018,Roca,Haedo,"Agustín de Elía",-34.709977,-58.505918
10/2018,Roca,Gutierrez,Zeballos,-34.810637,-58.259416
10/2018,Roca,Gutierrez,Temperley,-34.775744,-58.396376
10/2018,Roca,Gutierrez,"Santa Sofía",-34.825027,-58.213265
10/2018,Roca,Gutierrez,"Rafael Calzada",-34.796627,-58.359383
10/2018,Roca,Gutierrez,"José Mármol",-34.791912,-58.381152
10/2018,Roca,Gutierrez,Gutiérrez,-34.833206,-58.188026
10/2018,Roca,Gutierrez,"Florencio Varela",-34.811122,-58.274267
10/2018,Roca,Gutierrez,"Dante Ardigó",-34.808388,-58.304829
10/2018,Roca,Gutierrez,Claypole,-34.801134,-58.338448
10/2018,Roca,Gutierrez,Bosques,-34.819567,-58.230164
10/2018,Roca,Ezeiza,Turdera,-34.795053,-58.407878
10/2018,Roca,Ezeiza,Temperley,-34.775924,-58.396357
10/2018,Roca,Ezeiza,"Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,Ezeiza,"Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,Ezeiza,"Monte Grande",-34.814433,-58.469698
10/2018,Roca,Ezeiza,"Luis Guillón",-34.803217,-58.448550
10/2018,Roca,Ezeiza,"Lomas de Zamora",-34.761031,-58.397312
10/2018,Roca,Ezeiza,Llavallol,-34.797070,-58.429155
10/2018,Roca,Ezeiza,Lanús,-34.707454,-58.390637
10/2018,Roca,Ezeiza,"Hipólito Yrigoyen",-34.653642,-58.378887
10/2018,Roca,Ezeiza,Gerli,-34.685728,-58.382637
10/2018,Roca,Ezeiza,Ezeiza,-34.854084,-58.522815
10/2018,Roca,Ezeiza,"El Jagüel",-34.833227,-58.496165
10/2018,Roca,Ezeiza,Constitución,-34.630170,-58.380583
10/2018,Roca,Ezeiza,Banfield,-34.743610,-58.395424
10/2018,Roca,Chascomus,Temperley,-34.775924,-58.396357
10/2018,Roca,Chascomus,Monasterio,-35.763743,-57.925060
10/2018,Roca,Chascomus,Lezama,-35.873892,-57.895400
10/2018,Roca,Chascomus,Jeppener,-35.277667,-58.198260
10/2018,Roca,Chascomus,Gandara,-35.449787,-58.093731
10/2018,Roca,Chascomus,Doomselar,-35.070175,-58.290624
10/2018,Roca,Chascomus,Constitución,-34.630170,-58.380583
10/2018,Roca,Chascomus,"Cnel Brandsen",-35.167737,-58.232014
10/2018,Roca,Chascomus,Chascomus,-35.579084,-57.982386
10/2018,Roca,Chascomus,Altamirano,-35.361169,-58.151208
10/2018,Roca,Chascomus,"Alejandro Korn",-34.980409,-58.373814
10/2018,Roca,Chascomus,Adela,-35.683905,-57.953978
10/2018,Roca,"Cañuelas Esp","Vicente Casares",-34.962285,-58.648025
10/2018,Roca,"Cañuelas Esp","Unión Ferroviaria",-34.870243,-58.543422
10/2018,Roca,"Cañuelas Esp",Turdera,-34.795053,-58.407878
10/2018,Roca,"Cañuelas Esp","Tristán Suárez",-34.889327,-58.567896
10/2018,Roca,"Cañuelas Esp",Temperley,-34.775924,-58.396357
10/2018,Roca,"Cañuelas Esp","Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,"Cañuelas Esp","Ricardo Levene",-35.021750,-58.723921
10/2018,Roca,"Cañuelas Esp","Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,"Cañuelas Esp","Monte Grande",-34.814433,-58.469698
10/2018,Roca,"Cañuelas Esp","Máximo Paz",-34.936434,-58.620672
10/2018,Roca,"Cañuelas Esp","Luis Guillón",-34.803217,-58.448550
10/2018,Roca,"Cañuelas Esp","Lomas de Zamora",-34.761031,-58.397312
10/2018,Roca,"Cañuelas Esp",Llavallol,-34.797070,-58.429155
10/2018,Roca,"Cañuelas Esp",Lanús,-34.707454,-58.390637
10/2018,Roca,"Cañuelas Esp","Hipólito Yrigoyen",-34.653642,-58.378887
10/2018,Roca,"Cañuelas Esp",Gerli,-34.685728,-58.382637
10/2018,Roca,"Cañuelas Esp",Ezeiza,-34.854084,-58.522815
10/2018,Roca,"Cañuelas Esp","El Jagüel",-34.833227,-58.496165
10/2018,Roca,"Cañuelas Esp",Constitución,-34.630170,-58.380583
10/2018,Roca,"Cañuelas Esp","Carlos Spegazzini",-34.910030,-58.594423
10/2018,Roca,"Cañuelas Esp",Cañuelas,-35.059355,-58.754329
10/2018,Roca,"Cañuelas Esp",Banfield,-34.743610,-58.395424
10/2018,Roca,"Cañuelas Esp","Apeadero Kloosterman",-34.986459,-58.689761
10/2018,Roca,"Cañuelas Esp","Alejandro Petión",-34.977642,-58.674535
10/2018,Roca,Cañuelas,"Vicente Casares",-34.962181,-58.647847
10/2018,Roca,Cañuelas,"Unión Ferroviaria",-34.870119,-58.543263
10/2018,Roca,Cañuelas,Turdera,-34.795031,-58.407661
10/2018,Roca,Cañuelas,"Tristán Suárez",-34.889202,-58.567738
10/2018,Roca,Cañuelas,Temperley,-34.775744,-58.396376
10/2018,Roca,Cañuelas,"Ricardo Levene",-35.021617,-58.723773
10/2018,Roca,Cañuelas,"Monte Grande",-34.814335,-58.469516
10/2018,Roca,Cañuelas,"Máximo Paz",-34.936287,-58.620545
10/2018,Roca,Cañuelas,"Luis Guillón",-34.803119,-58.448366
10/2018,Roca,Cañuelas,Llavallol,-34.797055,-58.428937
10/2018,Roca,Cañuelas,Ezeiza,-34.853837,-58.522495
10/2018,Roca,Cañuelas,"El Jagüel",-34.833102,-58.496007
10/2018,Roca,Cañuelas,"Carlos Spegazzini",-34.909906,-58.594264
10/2018,Roca,Cañuelas,Cañuelas,-35.059225,-58.754177
10/2018,Roca,Cañuelas,"Apeadero Kloosterman",-34.986355,-58.689582
10/2018,Roca,Cañuelas,"Alejandro Petión",-34.977538,-58.674357
10/2018,Roca,"Bosques (T)",Zeballos,-34.810831,-58.257466
10/2018,Roca,"Bosques (T)",Temperley,-34.775924,-58.396357
10/2018,Roca,"Bosques (T)","Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,"Bosques (T)","Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,"Bosques (T)","Rafael Calzada",-34.796673,-58.359172
10/2018,Roca,"Bosques (T)","Lomas de Zamora",-34.761031,-58.397312
10/2018,Roca,"Bosques (T)",Lanús,-34.707454,-58.390637
10/2018,Roca,"Bosques (T)","José Mármol",-34.791958,-58.380941
10/2018,Roca,"Bosques (T)","Hipólito Yrigoyen",-34.653642,-58.378887
10/2018,Roca,"Bosques (T)",Gerli,-34.685728,-58.382637
10/2018,Roca,"Bosques (T)","Florencio Varela",-34.811144,-58.274923
10/2018,Roca,"Bosques (T)","Dante Ardigó",-34.809255,-58.300812
10/2018,Roca,"Bosques (T)",Constitución,-34.630170,-58.380583
10/2018,Roca,"Bosques (T)",Claypole,-34.80118,-58.338236
10/2018,Roca,"Bosques (T)","Bosques (T)",-34.819567,-58.230164
10/2018,Roca,"Bosques (T)",Banfield,-34.743610,-58.395424
10/2018,Roca,"Bosques (Q)",Wilde,-34.697589,-58.311193
10/2018,Roca,"Bosques (Q)","Villa España",-34.774450,-58.194930
10/2018,Roca,"Bosques (Q)","Villa Domínico",-34.691535,-58.325349
10/2018,Roca,"Bosques (Q)",Sourigues,-34.806581,-58.212738
10/2018,Roca,"Bosques (Q)",Sarandí,-34.678747,-58.344962
10/2018,Roca,"Bosques (Q)","Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,"Bosques (Q)",Ranelagh,-34.789372,-58.203192
10/2018,Roca,"Bosques (Q)",Quilmes,-34.724646,-58.260659
10/2018,Roca,"Bosques (Q)",Ezpeleta,-34.751850,-58.234186
10/2018,Roca,"Bosques (Q)","Don Bosco",-34.703324,-58.296171
10/2018,Roca,"Bosques (Q)",Constitución,-34.630170,-58.380583
10/2018,Roca,"Bosques (Q)","Bosques (Q)",-34.819598,-58.230079
10/2018,Roca,"Bosques (Q)",Bernal,-34.709261,-58.280569
10/2018,Roca,"Bosques (Q)",Berazategui,-34.764097,-58.208443
10/2018,Roca,Alvear,"Vicente Casares",-34.962181,-58.647847
10/2018,Roca,Alvear,Uribelarrea,-35.115484,-58.898467
10/2018,Roca,Alvear,"Tristán Suárez",-34.889202,-58.567738
10/2018,Roca,Alvear,Temperley,-34.775924,-58.396357
10/2018,Roca,Alvear,"Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,Alvear,"Salvador María",-35.302987,-59.167459
10/2018,Roca,Alvear,Saladillo,-35.635656,-59.784061
10/2018,Roca,Alvear,"Roque Perez",-35.403409,-59.334385
10/2018,Roca,Alvear,"Ricardo Levene",-35.021617,-58.723773
10/2018,Roca,Alvear,"Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,Alvear,Lobos,-35.184660,-59.092795
10/2018,Roca,Alvear,Llavallol,-34.797055,-58.428937
10/2018,Roca,Alvear,"La Barrancosa",-35.737810,-59.868494
10/2018,Roca,Alvear,"J. M. Micheo",-35.881228,-59.946258
10/2018,Roca,Alvear,"Gral. Alvear",-36.018821,-60.022314
10/2018,Roca,Alvear,Ezeiza,-34.853960,-58.522655
10/2018,Roca,Alvear,"Del carril",-35.510026,-59.511211
10/2018,Roca,Alvear,Constitución,-34.630170,-58.380583
10/2018,Roca,Alvear,Cazon,-35.577013,-59.661584
10/2018,Roca,Alvear,Cañuelas,-35.059225,-58.754177
10/2018,Roca,"Alejandro Korn",Temperley,-34.775924,-58.396357
10/2018,Roca,"Alejandro Korn","Santillán y Kosteki",-34.661389,-58.376832
10/2018,Roca,"Alejandro Korn","Remedios de Escalada",-34.727092,-58.393661
10/2018,Roca,"Alejandro Korn",Longchamps,-34.859587,-58.387198
10/2018,Roca,"Alejandro Korn","Lomas de Zamora",-34.761031,-58.397312
10/2018,Roca,"Alejandro Korn",Lanús,-34.707454,-58.390637
10/2018,Roca,"Alejandro Korn","Hipólito Yrigoyen",-34.653642,-58.378887
10/2018,Roca,"Alejandro Korn",Guernica,-34.917915,-58.380560
10/2018,Roca,"Alejandro Korn",Glew,-34.888650,-58.383702
10/2018,Roca,"Alejandro Korn",Gerli,-34.685728,-58.382637
10/2018,Roca,"Alejandro Korn",Constitución,-34.630170,-58.380583
10/2018,Roca,"Alejandro Korn",Burzaco,-34.825148,-58.391372
10/2018,Roca,"Alejandro Korn",Banfield,-34.743610,-58.395424
10/2018,Roca,"Alejandro Korn","Alejandro Korn",-34.980409,-58.373814
10/2018,Roca,"Alejandro Korn",Adrogué,-34.797848,-58.394273
10/2018,Mitre,Zarate,Zarate,-34.097905,-59.037828
10/2018,Mitre,Zarate,"Villa Ballester",-34.550972,-58.556044
10/2018,Mitre,Zarate,"Rio Lujan",-34.278036,-58.890318
10/2018,Mitre,Zarate,Pacheco,-34.455833,-58.620116
10/2018,Mitre,Zarate,Otamendi,-34.222206,-58.896551
10/2018,Mitre,Zarate,Maschwitz,-34.383021,-58.736269
10/2018,Mitre,Zarate,"Kilometro 83",-34.160627,-58.978608
10/2018,Mitre,Zarate,"J.L. Suárez",-34.534112,-58.576623
10/2018,Mitre,Zarate,Escobar,-34.349423,-58.795357
10/2018,Mitre,Zarate,Campana,-34.156582,-58.961003
10/2018,Mitre,Zarate,Benavidez,-34.409170,-58.684761
10/2018,Mitre,Zarate,Bancalari,-34.479665,-58.602929
10/2018,Mitre,Tigre,Virreyes,-34.450682,-58.550700
10/2018,Mitre,Tigre,Victoria,-34.456153,-58.541128
10/2018,Mitre,Tigre,"Vicente López",-34.524723,-58.472806
10/2018,Mitre,Tigre,Tigre,-34.423567,-58.581728
10/2018,Mitre,Tigre,"San Isidro C",-34.472207,-58.513383
10/2018,Mitre,Tigre,"San Fernando C",-34.444338,-58.558740
10/2018,Mitre,Tigre,Rivadavia,-34.536520,-58.468032
10/2018,Mitre,Tigre,Retiro,-34.590703,-58.374880
10/2018,Mitre,Tigre,Olivos,-34.507713,-58.480663
10/2018,Mitre,Tigre,Nuñez,-34.547833,-58.463149
10/2018,Mitre,Tigre,Martínez,-34.488534,-58.496580
10/2018,Mitre,Tigre,"La Lucila",-34.497597,-58.488446
10/2018,Mitre,Tigre,"L. de la Torre",-34.562529,-58.436711
10/2018,Mitre,Tigre,Carupá,-34.436917,-58.568231
10/2018,Mitre,Tigre,"Belgrano C",-34.558801,-58.448944
10/2018,Mitre,Tigre,Béccar,-34.460804,-58.526543
10/2018,Mitre,Tigre,Acassuso,-34.480068,-58.503838
10/2018,Mitre,Suárez,"Villa Ballester",-34.551161,-58.555826
10/2018,Mitre,Suárez,"San Martín",-34.573419,-58.531957
10/2018,Mitre,Suárez,"San Andrés",-34.563564,-58.540660
10/2018,Mitre,Suárez,Retiro,-34.590703,-58.374880
10/2018,Mitre,Suárez,Pueyrredón,-34.580496,-58.501898
10/2018,Mitre,Suárez,"Ministro Carranza",-34.575273,-58.433744
10/2018,Mitre,Suárez,Miguelete,-34.581071,-58.517079
10/2018,Mitre,Suárez,Malaver,-34.557372,-58.547932
10/2018,Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
10/2018,Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
10/2018,Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
10/2018,Mitre,Suárez,Colegiales,-34.572974,-58.448253
10/2018,Mitre,Suárez,Chilavert,-34.542232,-58.566917
10/2018,Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
10/2018,Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
10/2018,Mitre,Mitre,Saavedra,-34.554073,-58.487063
10/2018,Mitre,Mitre,Retiro,-34.590703,-58.374880
10/2018,Mitre,Mitre,Mitre,-34.515175,-58.489360
10/2018,Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
10/2018,Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
10/2018,Mitre,Mitre,Florida,-34.530474,-58.494456
10/2018,Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
10/2018,Mitre,Mitre,Colegiales,-34.572974,-58.448253
10/2018,Mitre,Mitre,Coghlan,-34.565260,-58.475348
10/2018,Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
10/2018,Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
10/2018,Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
10/2018,Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
10/2018,Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
10/2018,Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
10/2018,Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
10/2018,Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
10/2018,Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
10/2018,Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
10/2018,Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
10/2018,Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
10/2018,"Larga Distancia",Tucumán,Zarate,-34.097911,-59.037755
10/2018,"Larga Distancia",Tucumán,Tucumán,-26.819074,-65.210717
10/2018,"Larga Distancia",Tucumán,"San Pedro",-33.694564,-59.682631
10/2018,"Larga Distancia",Tucumán,"San Nicolas",-33.344348,-60.226263
10/2018,"Larga Distancia",Tucumán,"Rosario Sur",-33.009311,-60.650274
10/2018,"Larga Distancia",Tucumán,"Rosario Norte",-32.930553,-60.657347
10/2018,"Larga Distancia",Tucumán,Retiro,-34.591178,-58.375857
10/2018,"Larga Distancia",Tucumán,Ramallo,-33.501877,-60.067829
10/2018,"Larga Distancia",Tucumán,Rafaela,-31.249187,-61.476577
10/2018,"Larga Distancia",Tucumán,Pinto,-29.143580,-62.657824
10/2018,"Larga Distancia",Tucumán,"La Banda",-27.732755,-64.239517
10/2018,"Larga Distancia",Tucumán,Gálvez,-32.033331,-61.222762
10/2018,"Larga Distancia",Tucumán,"Colonia Dora",-28.604172,-62.951999
10/2018,"Larga Distancia",Tucumán,Ceres,-29.88208,-61.946638
10/2018,"Larga Distancia",Tucumán,Campana,-34.156759,-58.958356
10/2018,"Larga Distancia","Rosario Norte",Zarate,-34.097758,-59.037871
10/2018,"Larga Distancia","Rosario Norte","San Pedro",-33.694459,-59.682807
10/2018,"Larga Distancia","Rosario Norte","San Nicolas",-33.344233,-60.226428
10/2018,"Larga Distancia","Rosario Norte","Rosario Sur",-33.009153,-60.650379
10/2018,"Larga Distancia","Rosario Norte","Rosario Norte",-32.929965,-60.657781
10/2018,"Larga Distancia","Rosario Norte",Retiro,-34.591178,-58.375857
10/2018,"Larga Distancia","Rosario Norte",Ramallo,-33.501759,-60.067993
10/2018,"Larga Distancia","Rosario Norte","Empalme Villa Constitucion",-33.260488,-60.383433
10/2018,"Larga Distancia","Rosario Norte",Campana,-34.156744,-58.958572
10/2018,"Larga Distancia","Mar del Plata",Vivorata,-37.671167,-57.667246
10/2018,"Larga Distancia","Mar del Plata",Temperley,-34.775924,-58.396357
10/2018,"Larga Distancia","Mar del Plata",Sevigne,-36.205769,-57.740589
10/2018,"Larga Distancia","Mar del Plata",Parravacini,-36.460516,-57.759720
10/2018,"Larga Distancia","Mar del Plata",Monasterio,-35.764797,-57.922746
10/2018,"Larga Distancia","Mar del Plata","Mar del Plata",-37.987507,-57.566627
10/2018,"Larga Distancia","Mar del Plata",Maipú,-36.865860,-57.890414
10/2018,"Larga Distancia","Mar del Plata",Lezama,-35.875867,-57.894313
10/2018,"Larga Distancia","Mar del Plata","Las Armas",-37.091918,-57.831039
10/2018,"Larga Distancia","Mar del Plata",Jeppener,-35.278365,-58.198035
10/2018,"Larga Distancia","Mar del Plata",Guerrero,-35.973219,-57.849446
10/2018,"Larga Distancia","Mar del Plata","Gral Piran",-37.282462,-57.777233
10/2018,"Larga Distancia","Mar del Plata","Gral Guido",-36.659681,-57.791615
10/2018,"Larga Distancia","Mar del Plata",Gandara,-35.450899,-58.093010
10/2018,"Larga Distancia","Mar del Plata",Doomselar,-35.070579,-58.290181
10/2018,"Larga Distancia","Mar del Plata",Dolores,-36.305645,-57.688487
10/2018,"Larga Distancia","Mar del Plata",Constitución,-34.630170,-58.380583
10/2018,"Larga Distancia","Mar del Plata",Cobo,-37.808713,-57.628176
10/2018,"Larga Distancia","Mar del Plata","Cnel Vidal",-37.460932,-57.726724
10/2018,"Larga Distancia","Mar del Plata","Cnel Brandsen",-35.168719,-58.231462
10/2018,"Larga Distancia","Mar del Plata",Chascomus,-35.580511,-57.981458
10/2018,"Larga Distancia","Mar del Plata",Castelli,-36.095508,-57.808929
10/2018,"Larga Distancia","Mar del Plata",Camet,-37.897672,-57.602821
10/2018,"Larga Distancia","Mar del Plata",Altamirano,-35.362120,-58.150592
10/2018,"Larga Distancia","Mar del Plata","Alejandro Korn",-34.981487,-58.373694
10/2018,"Larga Distancia","Mar del Plata",Adela,-35.685520,-57.954189
10/2018,"Larga Distancia",Lezama,Temperley,,
10/2018,"Larga Distancia",Lezama,Monasterio,,
10/2018,"Larga Distancia",Lezama,Lezama,,
10/2018,"Larga Distancia",Lezama,Jeppener,,
10/2018,"Larga Distancia",Lezama,Gandara,,
10/2018,"Larga Distancia",Lezama,Doomselar,,
10/2018,"Larga Distancia",Lezama,Constitución,,
10/2018,"Larga Distancia",Lezama,"Cnel Brandsen",,
10/2018,"Larga Distancia",Lezama,Chascomus,,
10/2018,"Larga Distancia",Lezama,Altamirano,,
10/2018,"Larga Distancia",Lezama,"Alejandro Korn",,
10/2018,"Larga Distancia",Lezama,Adela,,
10/2018,"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
10/2018,"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
10/2018,"Larga Distancia","Larga Distancia",Saavedra,-37.763817,-62.351680
10/2018,"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
10/2018,"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
10/2018,"Larga Distancia","Larga Distancia",Rawson,-34.610460,-60.067463
10/2018,"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
10/2018,"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
10/2018,"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
10/2018,"Larga Distancia","Larga Distancia","Mercedes C",-34.656678,-59.444000
10/2018,"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
10/2018,"Larga Distancia","Larga Distancia",Junín,-34.584193,-60.949734
10/2018,"Larga Distancia","Larga Distancia","Gral Lamadrid",-37.250640,-61.258268
10/2018,"Larga Distancia","Larga Distancia",Franklin,-34.610146,-59.630018
10/2018,"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
10/2018,"Larga Distancia","Larga Distancia",Constitución,-34.630170,-58.380583
10/2018,"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
10/2018,"Larga Distancia","Larga Distancia",Castilla,-34.610437,-59.897433
10/2018,"Larga Distancia","Larga Distancia",Cabred,-34.487728,-59.075473
10/2018,"Larga Distancia","Larga Distancia","Bahía Blanca",-38.723200,-62.254453
10/2018,"Larga Distancia","Larga Distancia",Azul,-36.785861,-59.852828
10/2018,"Larga Distancia","Larga Distancia",Alberdi,-34.436785,-61.811910
10/2018,"Larga Distancia","Gral. Pico",Vaccarezza,-35.034586,-60.277388
10/2018,"Larga Distancia","Gral. Pico","Trenque Lauquen",-35.967386,-62.737225
10/2018,"Larga Distancia","Gral. Pico",Suipacha,-34.773295,-59.690456
10/2018,"Larga Distancia","Gral. Pico","Quemu Quemu",-36.053056,-63.562397
10/2018,"Larga Distancia","Gral. Pico",Pehuajo,-35.815583,-61.893882
10/2018,"Larga Distancia","Gral. Pico",Once,-34.608591,-58.407559
10/2018,"Larga Distancia","Gral. Pico",Mercedes,-34.657759,-59.432435
10/2018,"Larga Distancia","Gral. Pico",Mechita,-35.066170,-60.406708
10/2018,"Larga Distancia","Gral. Pico",Luján,-34.577755,-59.105294
10/2018,"Larga Distancia","Gral. Pico","Gral Pico",-35.661172,-63.750718
10/2018,"Larga Distancia","Gral. Pico",Chivilcoy,-34.917260,-59.995964
10/2018,"Larga Distancia","Gral. Pico",Catrilo,-36.410697,-63.421015
10/2018,"Larga Distancia","Gral. Pico","Caslos Casares",-35.629341,-61.362862
10/2018,"Larga Distancia","Gral. Pico",Bragado,-35.119024,-60.477999
10/2018,"Larga Distancia","Gral. Pico","9 de Julio",-35.454150,-60.876473
10/2018,"Larga Distancia",Córdoba,Zarate,-34.097758,-59.037871
10/2018,"Larga Distancia",Córdoba,"Villa María",-32.412590,-63.244737
10/2018,"Larga Distancia",Córdoba,"San Pedro",-33.694459,-59.682807
