mes,linea,ramal,estacion,latitud,longitud
06/2017,Sarmiento,Moreno,Morón,-34.648222,-58.619813
06/2017,Sarmiento,Moreno,Moreno,-34.650443,-58.789597
06/2017,Sarmiento,Moreno,Merlo,-34.664469,-58.727685
06/2017,Sarmiento,Moreno,Liniers,-34.638872,-58.526340
06/2017,Sarmiento,Moreno,Ituzaingó,-34.659650,-58.666387
06/2017,Sarmiento,Moreno,Haedo,-34.644533,-58.591853
06/2017,Sarmiento,Moreno,Floresta,-34.632375,-58.480891
06/2017,Sarmiento,Moreno,Flores,-34.627850,-58.466176
06/2017,Sarmiento,Moreno,Ciudadela,-34.639922,-58.541122
06/2017,Sarmiento,Moreno,Castelar,-34.652027,-58.642118
06/2017,Sarmiento,Moreno,Caballito,-34.619244,-58.443652
06/2017,Sarmiento,Mercedes,"Univ. Lujan",-34.577424,-59.087407
06/2017,Sarmiento,Mercedes,"P. Marin",-34.622734,-58.893542
06/2017,Sarmiento,Mercedes,Olivera,-34.627927,-59.255398
06/2017,Sarmiento,Mercedes,Moreno,-34.651061,-58.787730
06/2017,Sarmiento,Mercedes,Mercedes,-34.657493,-59.433666
06/2017,Sarmiento,Mercedes,Lujan,-34.577686,-59.105092
06/2017,Sarmiento,Mercedes,"Lezica y Torrezuri",-34.584605,-59.056784
06/2017,Sarmiento,Mercedes,"Las Malvinas",-34.616072,-58.922084
06/2017,Sarmiento,Mercedes,"La Reja",-34.639717,-58.828458
06/2017,Sarmiento,Mercedes,"La Fraternidad",-34.598400,-58.997844
06/2017,Sarmiento,Mercedes,Jáuregui,-34.600627,-59.173487
06/2017,Sarmiento,Mercedes,"Gral Rodriguez",-34.608871,-58.952925
06/2017,Sarmiento,Mercedes,Gowland,-34.647819,-59.352839
06/2017,Sarmiento,Mercedes,"F. Alvarez",-34.632204,-58.855318
06/2017,Sarmiento,Lobos,Zapiola,-35.058302,-59.041885
06/2017,Sarmiento,Lobos,Zamudio,-34.857899,-58.892194
06/2017,Sarmiento,Lobos,Sperati,-35.002105,-58.999854
06/2017,Sarmiento,Lobos,Merlo,-34.664797,-58.726143
06/2017,Sarmiento,Lobos,"Mariano Acosta",-34.724325,-58.792954
06/2017,Sarmiento,Lobos,"Marcos Paz",-34.783055,-58.836545
06/2017,Sarmiento,Lobos,Lobos,-35.185336,-59.092792
06/2017,Sarmiento,Lobos,"Las Heras",-34.927939,-58.944429
06/2017,Sarmiento,Lobos,"Km 34",-34.680174,-58.760240
06/2017,Sarmiento,Lobos,Hornos,-34.892302,-58.917861
06/2017,Sarmiento,Lobos,Ferrari,-34.706078,-58.779432
06/2017,Sarmiento,Lobos,"Empalme Lobos",-35.151487,-59.090740
06/2017,"San Martín",Cabred,"William Morris",-34.578464,-58.656579
06/2017,"San Martín",Cabred,"Villa del Parque",-34.601369,-58.493531
06/2017,"San Martín",Cabred,"Villa Astolfi",-34.478617,-58.877037
06/2017,"San Martín",Cabred,"Sol y Verde",-34.503989,-58.797603
06/2017,"San Martín",Cabred,"Santos Lugares",-34.603674,-58.540752
06/2017,"San Martín",Cabred,"San Miguel",-34.544448,-58.712733
06/2017,"San Martín",Cabred,"Saenz Peña",-34.603170,-58.527898
06/2017,"San Martín",Cabred,Retiro,-34.589130,-58.373620
06/2017,"San Martín",Cabred,Pilar,-34.468743,-58.907906
06/2017,"San Martín",Cabred,Palermo,-34.579060,-58.426935
06/2017,"San Martín",Cabred,Muñiz,-34.551366,-58.703314
06/2017,"San Martín",Cabred,Manzanares,-34.452245,-59.006754
06/2017,"San Martín",Cabred,"La Paternal",-34.596837,-58.466719
06/2017,"San Martín",Cabred,"Jose C Paz",-34.519144,-58.750037
06/2017,"San Martín",Cabred,Hurlingham,-34.591055,-58.632419
06/2017,"San Martín",Cabred,"El Palomar",-34.604924,-58.595873
06/2017,"San Martín",Cabred,Devoto,-34.602661,-58.512648
06/2017,"San Martín",Cabred,Derqui,-34.490888,-58.838648
06/2017,"San Martín",Cabred,Chacarita,-34.591961,-58.445329
06/2017,"San Martín",Cabred,Caseros,-34.604586,-58.564491
06/2017,"San Martín",Cabred,Cabred,-34.487824,-59.075658
06/2017,"San Martín",Cabred,"Bella Vista",-34.563738,-58.684776
06/2017,Roca,"La Plata",Wilde,-34.697589,-58.311193
06/2017,Roca,"La Plata","Villa Elisa",-34.849586,-58.075185
06/2017,Roca,"La Plata","Villa Domínico",-34.691535,-58.325349
06/2017,Roca,"La Plata",Tolosa,-34.890954,-57.968098
06/2017,Roca,"La Plata",Sarandí,-34.678747,-58.344962
06/2017,Roca,"La Plata","Santillán y Kosteki",-34.661389,-58.376832
06/2017,Roca,"La Plata",Ringuelet,-34.881387,-57.996062
06/2017,Roca,"La Plata",Quilmes,-34.724646,-58.260659
06/2017,Roca,"La Plata",Plátanos,-34.782335,-58.170759
06/2017,Roca,"La Plata",Pereyra,-34.836630,-58.094540
06/2017,Roca,"La Plata","La Plata",-34.903894,-57.950174
06/2017,Roca,"La Plata",Hudson,-34.791119,-58.155269
06/2017,Roca,"La Plata",Gonnet,-34.879841,-58.010785
06/2017,Roca,"La Plata",Ezpeleta,-34.751850,-58.234186
06/2017,Roca,"La Plata","Don Bosco",-34.703324,-58.296171
06/2017,Roca,"La Plata",Constitución,-34.628367,-58.380614
06/2017,Roca,"La Plata","City Bell",-34.865723,-58.042049
06/2017,Roca,"La Plata",Bernal,-34.709261,-58.280569
06/2017,Roca,"La Plata",Berazategui,-34.764097,-58.208443
06/2017,Roca,Haedo,Temperley,-34.774504,-58.396643
06/2017,Roca,Haedo,Tablada,-34.693070,-58.528020
06/2017,Roca,Haedo,"Santa Catalina",-34.780420,-58.437337
06/2017,Roca,Haedo,"San Justo",-34.674193,-58.555356
06/2017,Roca,Haedo,"P. Turner",-34.733231,-58.474875
06/2017,Roca,Haedo,"KM 34",-34.743459,-58.465016
06/2017,Roca,Haedo,"Juan XXIII",-34.771363,-58.444109
06/2017,Roca,Haedo,"Ingeniero S. Brian",-34.658045,-58.573037
06/2017,Roca,Haedo,"Hospital Español",-34.786279,-58.407287
06/2017,Roca,Haedo,Haedo,-34.644965,-58.592215
06/2017,Roca,Haedo,"Agustín de Elía",-34.709977,-58.505918
06/2017,Roca,Gutierrez,Zeballos,-34.810967,-58.256831
06/2017,Roca,Gutierrez,Temperley,-34.775924,-58.396357
06/2017,Roca,Gutierrez,"Santillán y Kosteki",-34.661389,-58.376832
06/2017,Roca,Gutierrez,"Santa Sofía",-34.825094,-58.213061
06/2017,Roca,Gutierrez,"Remedios de Escalada",-34.727092,-58.393661
06/2017,Roca,Gutierrez,"Rafael Calzada",-34.796673,-58.359172
06/2017,Roca,Gutierrez,"Lomas de Zamora",-34.761031,-58.397312
06/2017,Roca,Gutierrez,Lanús,-34.707454,-58.390637
06/2017,Roca,Gutierrez,"José Mármol",-34.791958,-58.380941
06/2017,Roca,Gutierrez,"Hipólito Yrigoyen",-34.653642,-58.378887
06/2017,Roca,Gutierrez,Gutiérrez,-34.833998,-58.185585
06/2017,Roca,Gutierrez,Gerli,-34.685728,-58.382637
06/2017,Roca,Gutierrez,"Florencio Varela",-34.811115,-58.274049
06/2017,Roca,Gutierrez,"Dante Ardigó",-34.808935,-58.302292
06/2017,Roca,Gutierrez,Constitución,-34.628367,-58.380614
06/2017,Roca,Gutierrez,Claypole,-34.80118,-58.338236
06/2017,Roca,Gutierrez,Bosques,-34.819567,-58.230164
06/2017,Roca,Gutierrez,Banfield,-34.743610,-58.395424
06/2017,Roca,Ezeiza,Turdera,-34.795053,-58.407878
06/2017,Roca,Ezeiza,Temperley,-34.775924,-58.396357
06/2017,Roca,Ezeiza,"Santillán y Kosteki",-34.661389,-58.376832
06/2017,Roca,Ezeiza,"Remedios de Escalada",-34.727092,-58.393661
06/2017,Roca,Ezeiza,"Monte Grande",-34.814433,-58.469698
06/2017,Roca,Ezeiza,"Luis Guillón",-34.803217,-58.448550
06/2017,Roca,Ezeiza,"Lomas de Zamora",-34.761031,-58.397312
06/2017,Roca,Ezeiza,Llavallol,-34.797070,-58.429155
06/2017,Roca,Ezeiza,Lanús,-34.707454,-58.390637
06/2017,Roca,Ezeiza,"Hipólito Yrigoyen",-34.653642,-58.378887
06/2017,Roca,Ezeiza,Gerli,-34.685728,-58.382637
06/2017,Roca,Ezeiza,Ezeiza,-34.854084,-58.522815
06/2017,Roca,Ezeiza,"El Jagüel",-34.833227,-58.496165
06/2017,Roca,Ezeiza,Constitución,-34.628367,-58.380614
06/2017,Roca,Ezeiza,Banfield,-34.743610,-58.395424
06/2017,Roca,Cañuelas,"Vicente Casares",-34.963326,-58.649814
06/2017,Roca,Cañuelas,"Unión Ferroviaria",-34.871480,-58.545013
06/2017,Roca,Cañuelas,"Tristán Suárez",-34.890576,-58.569472
06/2017,Roca,Cañuelas,"Ricardo Levene",-35.022949,-58.725252
06/2017,Roca,Cañuelas,"Máximo Paz",-34.937899,-58.621947
06/2017,Roca,Cañuelas,Ezeiza,-34.854084,-58.522815
06/2017,Roca,Cañuelas,"Carlos Spegazzini",-34.911266,-58.596017
06/2017,Roca,Cañuelas,Cañuelas,-35.059225,-58.754177
06/2017,Roca,Cañuelas,"Apeadero Kloosterman",-34.987493,-58.691555
06/2017,Roca,Cañuelas,"Alejandro Petión",-34.979203,-58.677218
06/2017,Roca,Bosques,Wilde,-34.697589,-58.311193
06/2017,Roca,Bosques,"Villa España",-34.774450,-58.194930
06/2017,Roca,Bosques,"Villa Domínico",-34.691535,-58.325349
06/2017,Roca,Bosques,Sourigues,-34.806581,-58.212738
06/2017,Roca,Bosques,Sarandí,-34.678747,-58.344962
06/2017,Roca,Bosques,"Santillán y Kosteki",-34.661389,-58.376832
06/2017,Roca,Bosques,Ranelagh,-34.789372,-58.203192
06/2017,Roca,Bosques,Quilmes,-34.724646,-58.260659
06/2017,Roca,Bosques,Ezpeleta,-34.751850,-58.234186
06/2017,Roca,Bosques,"Don Bosco",-34.703324,-58.296171
06/2017,Roca,Bosques,Constitución,-34.628367,-58.380614
06/2017,Roca,Bosques,Bosques,-34.819598,-58.230079
06/2017,Roca,Bosques,Bernal,-34.709261,-58.280569
06/2017,Roca,Bosques,Berazategui,-34.764097,-58.208443
06/2017,Roca,"Alejandro Korn",Temperley,-34.775924,-58.396357
06/2017,Roca,"Alejandro Korn","Santillán y Kosteki",-34.661389,-58.376832
06/2017,Roca,"Alejandro Korn","Remedios de Escalada",-34.727092,-58.393661
06/2017,Roca,"Alejandro Korn",Longchamps,-34.859587,-58.387198
06/2017,Roca,"Alejandro Korn","Lomas de Zamora",-34.761031,-58.397312
06/2017,Roca,"Alejandro Korn",Lanús,-34.707454,-58.390637
06/2017,Roca,"Alejandro Korn","Hipólito Yrigoyen",-34.653642,-58.378887
06/2017,Roca,"Alejandro Korn",Guernica,-34.917915,-58.380560
06/2017,Roca,"Alejandro Korn",Glew,-34.888650,-58.383702
06/2017,Roca,"Alejandro Korn",Gerli,-34.685728,-58.382637
06/2017,Roca,"Alejandro Korn",Constitución,-34.628367,-58.380614
06/2017,Roca,"Alejandro Korn",Burzaco,-34.825148,-58.391372
06/2017,Roca,"Alejandro Korn",Banfield,-34.743610,-58.395424
06/2017,Roca,"Alejandro Korn","Alejandro Korn",-34.980409,-58.373814
06/2017,Roca,"Alejandro Korn",Adrogué,-34.797848,-58.394273
06/2017,Regionales,Universitario,Policlínico,-34.925305,-57.921304
06/2017,Regionales,Universitario,Periodismo,-34.912205,-57.924264
06/2017,Regionales,Universitario,Medicina,-34.909051,-57.927844
06/2017,Regionales,Universitario,Informática,-34.903364,-57.935732
06/2017,Regionales,Universitario,Estación,-34.903621,-57.950460
06/2017,Regionales,Universitario,"Diagonal 73",-34.920327,-57.919043
06/2017,Regionales,Universitario,Arquitectura,-34.904940,-57.943142
06/2017,Regionales,Regionales,Zuberbuhler,-27.715486,-61.36511
06/2017,Regionales,Regionales,"Venados Grandes",-27.816172,-61.382146
06/2017,Regionales,Regionales,Tapenaga,-27.565176,-59.661873
06/2017,Regionales,Regionales,"SILVANO DANTE",-27.469680,-58.974344
06/2017,Regionales,Regionales,SAUCE,-27.488230,-58.953367
06/2017,Regionales,Regionales,SARMIENTO,-27.421170,-59.035217
06/2017,Regionales,Regionales,"Santa María",-31.277796,-64.462617
06/2017,Regionales,Regionales,"San Roque",-31.346083,-64.460729
06/2017,Regionales,Regionales,"SAN MARTIN",-27.459504,-58.985833
06/2017,Regionales,Regionales,Salta,-24.777172,-65.411502
06/2017,Regionales,Regionales,"S.D. CORDOBA",-27.431941,-59.017022
06/2017,Regionales,Regionales,"Roque Sáenz Peña",-26.794485,-60.441517
06/2017,Regionales,Regionales,"Rod. del Busto",-31.364044,-64.220419
06/2017,Regionales,Regionales,RESISTENCIA,-27.464326,-58.980367
06/2017,Regionales,Regionales,"PUERTO VILELAS",-27.512990,-58.941164
06/2017,Regionales,Regionales,"PUERTO TIROL",-27.373950,-59.089248
06/2017,Regionales,Regionales,"Pozo del Indio",-27.01282,-61.018319
06/2017,Regionales,Regionales,"Pampa del Cielo",-27.643335,-61.352920
06/2017,Regionales,Regionales,Narvaja,-31.336126,-64.289426
06/2017,Regionales,Regionales,Napenay,-26.731725,-60.618859
06/2017,Regionales,Regionales,MOSCONI,-27.500041,-58.939989
06/2017,Regionales,Regionales,Mojotoro,-24.709411,-65.286764
06/2017,Regionales,Regionales,"LOS AROMOS",-27.383763,-59.091366
06/2017,Regionales,Regionales,"Los Amores",-28.101568,-59.980448
06/2017,Regionales,Regionales,"Las Breñas",-27.089828,-61.084285
06/2017,Regionales,Regionales,"La Vicuña",-27.977519,-59.978320
06/2017,Regionales,Regionales,"La Tablada",-31.352715,-64.236777
06/2017,Regionales,Regionales,"La Sabana",-27.870767,-59.938856
06/2017,Regionales,Regionales,"La Mascota",-26.758323,-60.543446
06/2017,Regionales,Regionales,"La Calera",-31.343407,-64.338516
06/2017,Regionales,Regionales,Itin,-27.486747,-61.326677
06/2017,Regionales,Regionales,"Hospital Neonatal",-31.369282,-64.211218
06/2017,Regionales,Regionales,HERNANDARIAS,-27.448455,-58.998337
06/2017,Regionales,Regionales,"Hermoso Campo",-27.610276,-61.347379
06/2017,Regionales,Regionales,GUSBERTI,-27.479847,-58.962854
06/2017,Regionales,Regionales,GÜEMES,-27.424359,-59.029403
06/2017,Regionales,Regionales,"Gral. Pinedo",-27.317973,-61.280429
06/2017,Regionales,Regionales,"Gral. Obligado",-27.410850,-59.418957
06/2017,Regionales,Regionales,"Gral. Dónovan",-27.385383,-59.109631
06/2017,Regionales,Regionales,"General Güemes",-24.672938,-65.044087
06/2017,Regionales,Regionales,"FRAY ROSSI",-27.443625,-59.003798
06/2017,Regionales,Regionales,"Fortín Las Chuñas",-26.884157,-60.908642
06/2017,Regionales,Regionales,"Fortín Cardozo",-27.408981,-59.233644
06/2017,Regionales,Regionales,"El Bordo",-24.664365,-65.109140
06/2017,Regionales,Regionales,Dumesnill,-31.326517,-64.332082
06/2017,Regionales,Regionales,"Desvío Km 535",-27.396555,-59.177717
06/2017,Regionales,Regionales,"Desvío Km 523",-27.413635,-59.288140
06/2017,Regionales,Regionales,"Desvío Km 519",-27.412629,-59.336663
06/2017,Regionales,Regionales,"Desvío Km 474",-27.585248,-59.708440
06/2017,Regionales,Regionales,"Desvío Km 433",-27.774982,-59.906012
06/2017,Regionales,Regionales,"CQUE. PELAYO",-27.426973,-59.023635
06/2017,Regionales,Regionales,"Cote Lai",-27.527297,-59.574233
06/2017,Regionales,Regionales,Cosquín,-31.243395,-64.467821
06/2017,Regionales,Regionales,Corzuela,-26.955942,-60.969664
06/2017,Regionales,Regionales,COCOMAROLA,-27.477053,-58.966015
06/2017,Regionales,Regionales,Chorotis,-27.916118,-61.399062
06/2017,Regionales,Regionales,Charata,-27.215565,-61.192214
06/2017,Regionales,Regionales,Charadai,-27.650711,-59.860609
06/2017,Regionales,Regionales,Cassaffousth,-31.373175,-64.441788
06/2017,Regionales,Regionales,"Casa Bamba",-31.346608,-64.403869
06/2017,Regionales,Regionales,"Campo Largo",-26.805005,-60.841501
06/2017,Regionales,Regionales,"CALLE 11",-27.440325,-59.007532
06/2017,Regionales,Regionales,CACUI,-27.415421,-59.044869
06/2017,Regionales,Regionales,BRASIL,-27.417402,-59.040321
06/2017,Regionales,Regionales,BOUVIER,-27.475401,-58.967883
06/2017,Regionales,Regionales,"Bialet Massé",-31.307677,-64.463275
06/2017,Regionales,Regionales,Betania,-24.684619,-65.148257
06/2017,Regionales,Regionales,BELGRANO,-27.451756,-58.994600
06/2017,Regionales,Regionales,"Batalla de Salta",-24.741056,-65.396007
06/2017,Regionales,Regionales,"Avia Terai",-26.691096,-60.733890
06/2017,Regionales,Regionales,Argüello,-31.339730,-64.256672
06/2017,Regionales,Regionales,"Ap. Km 501",-27.458379,-59.491258
06/2017,Regionales,Regionales,"Ap. Alberdi",-27.454849,-58.991095
06/2017,Regionales,Regionales,ANUNCIACION,-27.419519,-59.037082
06/2017,Regionales,Regionales,"Alta Córdoba",-31.398290,-64.179600
06/2017,Regionales,Regionales,ALGARROBO,-27.491404,-58.949769
06/2017,Regionales,Regionales,ALBERDI,-27.454933,-58.991001
06/2017,Regionales,Regionales,ABORIGEN,-27.389487,-59.084905
06/2017,Mitre,Zarate,Zarate,-34.097905,-59.037828
06/2017,Mitre,Zarate,"Villa Ballester",-34.550972,-58.556044
06/2017,Mitre,Zarate,"Rio Lujan",-34.278036,-58.890318
06/2017,Mitre,Zarate,Pacheco,-34.455833,-58.620116
06/2017,Mitre,Zarate,Otamendi,-34.222206,-58.896551
06/2017,Mitre,Zarate,Maschwitz,-34.383021,-58.736269
06/2017,Mitre,Zarate,"Kilometro 83",-34.160627,-58.978608
06/2017,Mitre,Zarate,Escobar,-34.349423,-58.795357
06/2017,Mitre,Zarate,Campana,-34.156582,-58.961003
06/2017,Mitre,Zarate,Benavidez,-34.409170,-58.684761
06/2017,Mitre,Zarate,Bancalari,-34.479665,-58.602929
06/2017,Mitre,Tigre,Virreyes,-34.450682,-58.550700
06/2017,Mitre,Tigre,Victoria,-34.456153,-58.541128
06/2017,Mitre,Tigre,"Vicente López",-34.524723,-58.472806
06/2017,Mitre,Tigre,Tigre,-34.423567,-58.581728
06/2017,Mitre,Tigre,"San Isidro C",-34.472207,-58.513383
06/2017,Mitre,Tigre,"San Fernando C",-34.444338,-58.558740
06/2017,Mitre,Tigre,Rivadavia,-34.536520,-58.468032
06/2017,Mitre,Tigre,Retiro,-34.590703,-58.374880
06/2017,Mitre,Tigre,Olivos,-34.507713,-58.480663
06/2017,Mitre,Tigre,Nuñez,-34.547833,-58.463149
06/2017,Mitre,Tigre,Martínez,-34.488534,-58.496580
06/2017,Mitre,Tigre,"Lisandro de la Torre",-34.562529,-58.436711
06/2017,Mitre,Tigre,"La Lucila",-34.497597,-58.488446
06/2017,Mitre,Tigre,Carupá,-34.436917,-58.568231
06/2017,Mitre,Tigre,"Belgrano C",-34.558801,-58.448944
06/2017,Mitre,Tigre,Béccar,-34.460804,-58.526543
06/2017,Mitre,Tigre,Acassuso,-34.480068,-58.503838
06/2017,Mitre,Suárez,"Villa Ballester",-34.551161,-58.555826
06/2017,Mitre,Suárez,"San Martín",-34.573419,-58.531957
06/2017,Mitre,Suárez,"San Andrés",-34.563564,-58.540660
06/2017,Mitre,Suárez,Retiro,-34.590703,-58.374880
06/2017,Mitre,Suárez,Pueyrredón,-34.580496,-58.501898
06/2017,Mitre,Suárez,"Ministro Carranza",-34.575273,-58.433744
06/2017,Mitre,Suárez,Miguelete,-34.581071,-58.517079
06/2017,Mitre,Suárez,Malaver,-34.557372,-58.547932
06/2017,Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
06/2017,Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
06/2017,Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
06/2017,Mitre,Suárez,Colegiales,-34.572974,-58.448253
06/2017,Mitre,Suárez,Chilavert,-34.542232,-58.566917
06/2017,Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
06/2017,Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
06/2017,Mitre,Mitre,Saavedra,-34.554073,-58.487063
06/2017,Mitre,Mitre,Retiro,-34.590703,-58.374880
06/2017,Mitre,Mitre,Mitre,-34.515027,-58.489236
06/2017,Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
06/2017,Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
06/2017,Mitre,Mitre,Florida,-34.530474,-58.494456
06/2017,Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
06/2017,Mitre,Mitre,Colegiales,-34.572974,-58.448253
06/2017,Mitre,Mitre,Coghlan,-34.565260,-58.475348
06/2017,Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
06/2017,Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
06/2017,Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
06/2017,Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
06/2017,Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
06/2017,Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
06/2017,Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
06/2017,Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
06/2017,Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
06/2017,Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
06/2017,Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
06/2017,Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
06/2017,"Larga Distancia","Larga Distancia",Zarate,-34.097758,-59.037871
06/2017,"Larga Distancia","Larga Distancia","Villa Maria",-32.412590,-63.244737
06/2017,"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
06/2017,"Larga Distancia","Larga Distancia",Vaccarezza,-35.034586,-60.277388
06/2017,"Larga Distancia","Larga Distancia",Tucumán,-26.819074,-65.210717
06/2017,"Larga Distancia","Larga Distancia","Trenque Lauquen",-35.967386,-62.737225
06/2017,"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
06/2017,"Larga Distancia","Larga Distancia",Temperley,-34.775924,-58.396357
06/2017,"Larga Distancia","Larga Distancia",Suipacha,-34.773295,-59.690456
06/2017,"Larga Distancia","Larga Distancia","San Pedro",-33.694459,-59.682807
06/2017,"Larga Distancia","Larga Distancia","San Nicolas",-33.344233,-60.226428
06/2017,"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
06/2017,"Larga Distancia","Larga Distancia","Rosario Sur",-33.009153,-60.650379
06/2017,"Larga Distancia","Larga Distancia","Rosario Norte",-32.929965,-60.657781
06/2017,"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
06/2017,"Larga Distancia","Larga Distancia",Ramallo,-33.501759,-60.067993
06/2017,"Larga Distancia","Larga Distancia",Rafaela,-31.249187,-61.476577
06/2017,"Larga Distancia","Larga Distancia","Quemu Quemu",-36.053056,-63.562397
06/2017,"Larga Distancia","Larga Distancia",Pinto,-29.143580,-62.657824
06/2017,"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
06/2017,"Larga Distancia","Larga Distancia",Pehuajo,-35.815583,-61.893882
06/2017,"Larga Distancia","Larga Distancia",Once,-34.608591,-58.407559
06/2017,"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
06/2017,"Larga Distancia","Larga Distancia",Neuquen,-38.955952,-68.058935
06/2017,"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
06/2017,"Larga Distancia","Larga Distancia",Mercedes,-34.657759,-59.432435
06/2017,"Larga Distancia","Larga Distancia",Mechita,-35.066170,-60.406708
06/2017,"Larga Distancia","Larga Distancia","Mar del Plata",-37.988376,-57.564897
06/2017,"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
06/2017,"Larga Distancia","Larga Distancia","La Banda",-27.732755,-64.239517
06/2017,"Larga Distancia","Larga Distancia",Junin,-34.584193,-60.949734
06/2017,"Larga Distancia","Larga Distancia","Gral Pico",-35.661172,-63.750718
06/2017,"Larga Distancia","Larga Distancia",Gálvez,-32.033331,-61.222762
06/2017,"Larga Distancia","Larga Distancia",Dolores,-36.304619,-57.687629
06/2017,"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
06/2017,"Larga Distancia","Larga Distancia",Cordoba,-31.419875,-64.175058
06/2017,"Larga Distancia","Larga Distancia",Constitucion,-34.628367,-58.380614
06/2017,"Larga Distancia","Larga Distancia","Colonia Dora",-28.604172,-62.951999
06/2017,"Larga Distancia","Larga Distancia",Cipolletti,-38.943162,-67.990443
06/2017,"Larga Distancia","Larga Distancia",Chivilcoy,-34.917260,-59.995964
06/2017,"Larga Distancia","Larga Distancia",Chascomus,-35.578767,-57.982593
06/2017,"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
06/2017,"Larga Distancia","Larga Distancia",Ceres,-29.88208,-61.946638
06/2017,"Larga Distancia","Larga Distancia",Catrilo,-36.410697,-63.421015
